egt,n1a,n2a,nf,ff,mn,t2,tat,oat,alt,p2e,wai,nai,prv,hpv,xf,acnum,reportts,pos,Predict
1005.1,90.45,95.1,90.65,4042.0,0.283,29.2,28.2,27.1,1325.0,15.395,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-28 2:29:51,2,27.36457873488321
822.5,81.47,87.55,81.6,3360.0,0.273,-11.1,-10.2,-12.6,933.0,15.455,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-28 16:13:42,2,38.87529379977873
787.5,79.46,86.41,79.53,3192.0,0.293,-15.1,-13.2,-16.5,1061.0,15.228,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-11-28 22:31:58,2,39.176060445209345
795.8,79.93,86.96,80.0,3149.0,0.277,-10.6,-9.7,-12.3,885.0,15.203,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-11-29 5:29:05,2,39.26778422563772
865.0,84.62,90.14,84.77,3374.0,0.272,2.5,3.2,0.8,1874.0,14.568,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-29 11:07:52,2,32.25927043854987
854.5,86.54,88.56,86.73,3848.0,0.288,-19.4,-6.7,-20.6,2555.0,14.214,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-30 2:03:47,2,41.20541208433466
901.1,84.91,91.31,85.03,3469.0,0.26,13.5,16.7,11.4,714.0,15.136,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-11-30 14:36:34,2,26.822428439784396
879.0,87.44,89.62,87.63,3904.0,0.277,-13.4,-11.7,-14.6,2484.0,14.574,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-01 1:57:33,2,41.906960423306906
840.1,82.14,88.75,82.23,3168.0,0.268,-1.2,-2.5,-2.8,2104.0,14.45,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-01 10:50:56,2,34.67899375229627
825.1,82.77,87.71,82.93,3568.0,0.281,-14.7,1.7,-16.1,1576.0,14.711,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-01 17:14:25,2,37.240313470246065
1002.5,90.24,94.93,90.44,4044.0,0.286,28.3,28.0,25.8,1229.0,15.427,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-02 2:31:11,2,26.6620371283313
830.7,83.11,87.89,83.28,3574.0,0.267,-14.7,-2.2,-16.2,1015.0,15.001,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-02 16:32:00,2,36.976797903276896
837.1,83.52,88.07,83.7,3454.0,0.257,-13.8,-13.0,-15.0,1489.0,14.665,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-02 22:41:42,2,39.554411290972176
796.4,79.67,86.89,79.73,3091.0,0.28,-9.9,-7.2,-11.5,1121.0,15.136,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-03 7:39:43,2,38.66178934458626
849.4,81.26,89.49,81.28,2972.0,0.261,9.4,13.0,7.5,2269.0,14.384,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-03 11:25:19,2,30.58115196075734
862.5,84.17,89.43,84.33,3533.0,0.275,-3.0,-0.5,-4.4,786.0,15.148,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-04 17:52:33,2,35.22519997582527
988.1,89.36,94.49,89.55,3961.0,0.279,26.5,24.0,24.2,1685.0,15.379,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-05 2:33:55,2,26.37364301033953
917.6,88.25,91.33,88.44,3997.0,0.296,0.0,2.5,-1.6,1538.0,14.83,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-05 16:06:33,2,33.78575211819914
766.2,77.94,85.52,77.99,3039.0,0.284,-18.7,-16.5,-19.9,1124.0,15.15,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-05 22:31:43,2,38.744035840067156
839.5,82.11,88.89,82.2,3206.0,0.286,0.4,1.2,-1.2,1620.0,14.839,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-12-06 7:10:27,2,39.58939621683042
847.6,83.6,89.03,83.75,3465.0,0.29,-5.1,-4.0,-6.5,1346.0,15.23,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-06 16:18:15,2,34.023170043166246
805.0,81.24,87.07,81.35,3360.0,0.27,-14.5,-3.7,-15.8,1048.0,15.073,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-06 23:08:41,2,38.256348508750904
836.4,82.2,88.76,82.28,3218.0,0.292,-1.0,0.2,-2.6,1559.0,14.866,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-07 8:52:08,2,35.78398917990439
838.3,82.4,89.07,82.5,3183.0,0.245,0.7,2.5,-0.8,1843.0,14.519,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-07 14:56:21,2,36.10258881804534
840.6,81.7,88.84,81.78,3269.0,0.281,0.4,1.2,-1.4,1380.0,15.032,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-08 5:11:34,2,37.49067820330565
836.9,81.73,88.96,81.8,3076.0,0.247,1.9,1.7,0.6,2042.0,14.314,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-12-08 11:00:02,2,40.70178620784433
870.9,82.81,90.23,82.87,3214.0,0.25,11.5,11.2,9.4,1370.0,14.793,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-08 14:17:36,2,32.111741576837396
937.6,89.94,92.21,90.14,4080.0,0.27,2.7,4.2,0.9,1852.0,14.55,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-08 18:54:06,2,31.32859719489821
885.7,87.85,89.8,88.04,3848.0,0.281,-12.7,-0.2,-13.8,2950.0,13.949,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-09 1:39:55,2,41.05812220330402
897.0,86.28,90.92,86.47,3558.0,0.279,4.0,5.0,2.4,1878.0,14.602,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-09 17:15:18,2,31.725442989497505
789.1,80.61,86.13,80.75,3191.0,0.273,-21.0,-19.7,-22.1,1626.0,14.809,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-10 1:55:51,2,38.12323335385538
870.8,84.85,90.1,85.02,3468.0,0.261,1.6,2.0,0.0,1469.0,14.698,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-11 14:34:46,2,32.1319348730254
969.0,88.07,93.85,88.22,3757.0,0.283,26.0,26.5,24.0,981.0,15.456,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-12 4:33:18,2,26.77744010232405
916.5,88.57,90.93,88.75,4143.0,0.284,-5.1,-4.0,-5.5,2209.0,14.955,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-12-13 18:39:22,2,43.46570528855903
928.3,84.38,92.58,84.4,3357.0,0.265,27.6,25.0,25.3,1635.0,15.4,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-14 3:05:42,2,25.595172798251713
848.8,83.39,88.52,83.57,3477.0,0.269,-8.4,-9.5,-10.4,1756.0,15.083,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-12-14 17:04:58,2,37.03905940214061
781.7,79.67,86.05,79.77,3200.0,0.283,-17.8,-7.7,-19.4,1737.0,14.765,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-14 23:35:58,2,38.345855786635624
929.0,84.57,92.53,84.61,3301.0,0.271,27.9,26.7,25.9,1096.0,15.393,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-17 2:22:45,2,25.707363336606495
831.3,82.51,88.07,82.66,3361.0,0.283,-10.3,-4.5,-11.7,1555.0,14.89,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-17 16:30:24,2,38.66475066301145
795.5,80.51,86.61,80.6,3215.0,0.26,-17.2,-13.5,-18.3,1895.0,14.507,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-17 22:24:12,2,37.972865472675196
818.8,81.17,87.71,81.26,3241.0,0.296,-7.8,-4.2,-9.6,1054.0,15.151,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-18 5:09:15,2,37.88697801959445
909.3,87.1,91.36,87.3,3661.0,0.284,5.3,7.0,3.7,1847.0,14.6,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-18 17:19:02,2,31.585749459871334
890.6,85.36,90.7,85.51,3431.0,0.271,5.6,8.2,3.9,2228.0,14.432,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-12-23 17:29:25,2,34.56394894588844
894.1,82.52,91.08,82.54,3129.0,0.242,19.2,22.0,17.0,1625.0,14.584,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-24 14:59:29,2,24.118099782964237
820.8,84.65,87.24,84.84,3697.0,0.299,-25.7,-8.0,-26.8,3397.0,13.787,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-12-25 2:00:17,2,43.77019065191616
883.3,85.43,90.21,85.62,3544.0,0.275,-0.1,1.5,-1.7,1617.0,14.783,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-12-25 17:35:56,2,40.93663281931942
930.3,90.17,92.16,90.37,3490.0,0.291,1.5,3.7,0.0,6769.0,12.433,0.0,0.0,0.0,0.0,1.0,VQ-BGU,2019-12-26 17:25:37,2,40.68507851079842
795.3,82.96,86.61,83.14,3643.0,0.27,-25.4,-13.7,-26.1,897.0,14.989,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-27 2:42:06,2,40.16354696206082
830.3,80.78,88.34,80.85,3054.0,0.267,-0.6,0.2,-1.7,1729.0,14.63,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-12-27 10:20:49,2,38.68700090050348
867.8,84.19,90.07,84.33,3061.0,0.251,2.4,0.0,0.8,6653.0,12.565,0.0,1.0,1.0,0.0,0.0,VQ-BGU,2019-12-27 14:16:53,2,40.66791068519455
819.0,79.79,88.01,79.81,3035.0,0.239,-0.3,-0.2,,772.0,15.054,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-12-27 22:19:07,2,39.063080630220554
851.0,81.27,89.45,81.3,3088.0,0.251,9.0,10.2,7.2,1316.0,14.857,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-28 7:28:58,2,36.140445945917136
792.7,83.46,85.94,83.64,3620.0,0.282,-32.5,-23.2,,2817.0,14.116,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-29 5:21:32,2,38.37624331758708
870.6,85.25,89.82,85.44,3563.0,0.279,-2.6,-3.7,-4.6,1884.0,14.526,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2019-12-29 13:41:22,2,43.76892713803643
873.6,86.4,89.32,86.6,3949.0,0.279,-13.2,-5.0,-14.2,1459.0,14.792,0.0,1.0,1.0,0.0,0.0,VQ-BGU,2019-12-30 17:46:02,2,41.01097601162755
906.7,82.78,91.89,82.79,3081.0,0.267,27.8,25.0,25.8,1554.0,14.792,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-12-31 2:11:28,2,23.18701443760123
799.3,81.11,86.14,81.27,3462.0,0.272,-23.1,-15.0,-24.4,832.0,15.111,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2020-01-31 17:24:04,2,38.763469646096965
997.6,89.63,94.56,89.83,4003.0,0.273,26.2,23.5,24.1,1571.0,15.39,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2020-02-01 2:25:04,2,25.70004279478471
764.6,76.85,85.44,76.86,2834.0,0.263,-12.6,-5.0,-14.8,1066.0,14.953,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2020-02-02 6:22:05,2,38.02201346589335
841.8,82.84,88.03,83.0,3455.0,0.277,-11.0,-0.2,-13.3,1917.0,14.613,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2020-02-02 17:40:17,2,36.2290830426502
999.5,90.03,94.77,90.24,4056.0,0.275,27.3,26.5,25.2,905.0,15.408,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2020-02-03 2:33:52,2,25.73148289679579
824.3,80.57,88.12,80.62,3003.0,0.285,-0.7,-1.5,-2.8,2481.0,14.249,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2020-02-04 14:48:57,2,35.95442501021675
795.0,77.05,86.5,77.05,2805.0,0.276,-3.3,-1.5,-5.2,1504.0,14.79,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2020-02-05 5:07:31,2,33.85697882716586
875.9,86.8,89.07,87.0,3992.0,0.276,-15.6,-14.7,-16.9,1690.0,15.012,0.0,1.0,0.0,0.0,0.0,VQ-BGU,2020-02-09 2:18:44,2,40.432195658958534
822.0,83.26,87.23,83.45,3541.0,0.263,-21.0,-15.0,-21.3,1472.0,14.684,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2020-02-10 2:04:56,2,40.42763164264193
918.5,88.37,91.39,88.56,3935.0,0.323,-1.2,-0.2,-2.8,2487.0,14.567,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2020-02-10 17:24:01,2,32.830440345369475
829.4,82.02,87.92,82.14,3279.0,0.26,-9.8,-7.7,-11.3,1845.0,14.596,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2020-02-11 2:09:38,2,37.14457130631647
